timestamp,question,side,price,usd_amount,shares,comment
2026-02-13T23:29:41.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.69,3310.1715,4797.35,🐳 Unusually big trade
2026-02-13T23:29:39.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899999881652803,38.479998,55.768114,
2026-02-13T23:29:39.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899999585999611,0.999999,1.449274,💧 Smaller than usual
2026-02-13T23:29:39.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899999744838182,6.489999,9.405796,
2026-02-13T23:29:39.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899998779960443,5.089998,7.37681,
2026-02-13T23:29:39.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899998132478075,3.509998,5.086955,
2026-02-13T23:29:39.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899999322406518,7.229998,10.478259,
2026-02-13T23:29:39.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899999744838182,6.489999,9.405796,
2026-02-13T23:29:39.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899999071858204,5.649998,8.188404,
2026-02-13T23:29:39.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.689999900100991,5.939998,8.608694,
2026-02-13T23:29:37.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899999767850432,5.349999,7.753622,
2026-02-13T23:29:37.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899999319244726,8.209998,11.898549,
2026-02-13T23:29:37.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.689999855428464,1.049999,1.521738,💧 Smaller than usual
2026-02-13T23:29:37.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6900000000000001,0.276,0.4,💧 Smaller than usual
2026-02-13T23:29:37.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899999532520229,3.689999,5.347825,
2026-02-13T23:29:37.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899999395360567,1.939999,2.811593,💧 Smaller than usual
2026-02-13T23:29:37.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899994085698232,0.279999,0.405796,💧 Smaller than usual
2026-02-13T23:29:37.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899999319244726,8.209998,11.898549,
2026-02-13T23:29:37.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6900000000000001,536.0679,776.91,🐳 Unusually big trade
2026-02-13T23:29:35.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.69,17.25,25,
2026-02-13T23:29:33.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899999744444217,1.079999,1.565216,💧 Smaller than usual
2026-02-13T23:29:33.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6900000000000001,3.45,5,
2026-02-13T23:29:31.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899999744444217,1.079999,1.565216,💧 Smaller than usual
2026-02-13T23:29:29.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899999585999611,0.999999,1.449274,💧 Smaller than usual
2026-02-13T23:29:29.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.69,80.9853,117.37,
2026-02-13T23:29:29.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899999988360979,71.139999,103.101448,
2026-02-13T23:29:29.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6900000000000001,4.1538,6.02,
2026-02-13T23:29:29.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.69,4.071,5.9,
2026-02-13T23:29:27.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.69,8.28,12,
2026-02-13T23:29:27.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899999585999611,0.999999,1.449274,💧 Smaller than usual
2026-02-13T23:29:27.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899998172957201,3.549998,5.144926,
2026-02-13T23:29:27.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899998964999742,4.999998,7.246375,
2026-02-13T23:29:27.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6900000000000001,5.658,8.2,
2026-02-13T23:29:27.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.69,5.52,8,
2026-02-13T23:29:27.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899999513461417,3.119999,4.521738,
2026-02-13T23:29:27.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899998172957201,3.549998,5.144926,
2026-02-13T23:29:27.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899999423380222,10.649998,15.434781,
2026-02-13T23:29:05.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899999949251379,38.069999,55.173912,
2026-02-13T23:29:05.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6900000000000001,3.45,5,
2026-02-13T23:29:05.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6900000000000001,3.657,5.3,
2026-02-13T23:29:05.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.689999855428464,1.049999,1.521738,💧 Smaller than usual
2026-02-13T23:29:05.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899999901428561,7.699999,11.159419,
2026-02-13T23:29:03.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899999104977221,6.629998,9.608694,
2026-02-13T23:29:03.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899998964999742,4.999998,7.246375,
2026-02-13T23:29:03.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899999625339303,4.419999,6.405796,
2026-02-13T23:29:03.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899999885225039,10.219999,14.811593,
2026-02-13T23:29:03.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.69,8.28,12,
2026-02-13T23:29:03.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.68999999954,14.999999,21.739129,
2026-02-13T23:29:03.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899995671813027,1.099998,1.594201,💧 Smaller than usual
2026-02-13T23:29:03.000Z,"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - Down",Sell,0.6899998499152021,3.539998,5.130433,
